snippet_id,persona,wcag_criterion,expected,repetition,tool_name,iteration,elapsed_seconds,output_size_bytes,output_truncated,error
ha-2-5-5-pass-01-large-buttons,ade,2.5.5,passed,1,check_keyboard_navigation,1,1.653,1462,False,
ha-2-5-5-pass-01-large-buttons,ade,2.5.5,passed,1,validate_target_size,1,5.75,195,False,
ha-2-5-5-pass-01-large-buttons,ade,2.5.5,passed,1,check_timing_and_timeouts,1,5.859,276,False,
ha-2-5-5-pass-01-large-buttons,ade,2.5.5,passed,1,validate_form_errors_and_labels,1,5.761,130,False,
ha-2-5-5-pass-01-large-buttons,ade,2.5.5,passed,2,check_keyboard_navigation,1,1.628,1462,False,
ha-2-5-5-pass-01-large-buttons,ade,2.5.5,passed,2,validate_target_size,1,5.711,195,False,
ha-2-5-5-pass-01-large-buttons,ade,2.5.5,passed,2,check_timing_and_timeouts,1,5.825,276,False,
ha-2-5-5-pass-01-large-buttons,ade,2.5.5,passed,2,validate_form_errors_and_labels,1,5.717,130,False,
ha-2-5-5-pass-02-icon-with-padding,ade,2.5.5,passed,0,check_keyboard_navigation,1,1.888,1462,False,
ha-2-5-5-pass-02-icon-with-padding,ade,2.5.5,passed,0,validate_target_size,1,5.848,195,False,
